_id,jobcode,date,mean,std
2281,PRVSTG07,Aug-18,446,256.9885698
2282,PRVSTG07,Jul-18,438.2903226,282.8904593
2283,PRVSTG07,Jun-18,479.6666667,373.2355155
2284,PRVSTG07,May-18,307.2903226,385.8204442
2285,PRVSTG07,Apr-17,1,0
2286,PRVSTG07,May-18,315,237.4687949
2287,PRVSTG07,Apr-18,503.2,1373.60455
2288,PRVSTG07,Mar-18,391.8666667,321.4862517
2289,PRVSTG07,Feb-18,378,378.0465533
2290,PRVSTG07,Jan-18,392.2580645,304.3482383
2291,PRVSTG07,Dec-17,316.9032258,449.6863996
2292,PRVSTG07,Nov-17,254.1,201.0859331
2293,PRVSTG07,Oct-17,249.9032258,176.5123222
2294,PRVSTG07,Sep-17,209.9666667,169.8856159
2295,PRVSTG07,Aug-17,244.2258065,186.1219851
2296,PRVSTG07,Jul-17,192.4666667,192.6324479
2297,PRVSTG07,Jun-17,278.0689655,210.4944663
2298,PRVSTG07,May-17,302.6451613,219.5744394
2299,PRVSTG07,Apr-17,304.0909091,198.3709898
2300,PRVSTG07,Feb-17,NaN,NaN
2301,PRVSTG07,Apr-17,276,271.9916129
2302,PRVSTG07,Mar-17,308.6071429,293.0221546
2303,PRVSTG07,Feb-17,172,226.568974
2304,PRVSTG07,Jan-16,4793,0
2305,PRVSTG07,Feb-17,5,0
2306,PRVSTG07,Jan-16,7,0
2307,PRVSTG07,Dec-16,13,0
2308,PRVSTG08,Nov-18,175,272.2668728
2309,PRVSTG08,Oct-18,174.1578947,278.0790246
2310,PRVSTG08,Sep-18,208.9354839,206.1504078
2311,PRVSTG08,Aug-18,177.4285714,186.228875
2312,PRVSTG08,May-18,21,0
2313,PRVSTG08,Aug-18,249.75,265.9650764
2314,PRVSTG08,Jul-18,221.2903226,216.7547946
2315,PRVSTG08,Jun-18,259.3333333,208.6461119
2316,PRVSTG08,May-18,173.3103448,256.5618811
2317,PRVSTG08,Apr-17,1,0
2318,PRVSTG08,May-18,234.2857143,218.652926
2319,PRVSTG08,Apr-18,173.3333333,109.276713
2320,PRVSTG08,Mar-18,196.9333333,209.4882813
2321,PRVSTG08,Feb-18,239.25,231.9767008
2322,PRVSTG08,Jan-18,193.1612903,208.781985
2323,PRVSTG08,Dec-17,169.6774194,218.987534
2324,PRVSTG08,Nov-17,129.6666667,88.46298661
2325,PRVSTG08,Oct-17,132.9032258,76.06981021
2326,PRVSTG08,Sep-17,151.6333333,112.9035983
2327,PRVSTG08,Aug-17,165.516129,167.6063379
2328,PRVSTG08,Jul-17,164.9333333,162.3791551
2329,PRVSTG08,Jun-17,151.0344828,135.4942005
2330,PRVSTG08,May-17,157.7419355,186.4408022
2331,PRVSTG08,Apr-17,148.1363636,135.8287407
2332,PRVSTG08,Feb-17,1,0
2333,PRVSTG08,Apr-17,125.125,84.28557761
2334,PRVSTG08,Mar-17,196.25,572.0698263
2335,PRVSTG08,Feb-17,106.5555556,76.02338821
2336,PRVSTG08,Jan-16,5024,0
2337,PRVSTG08,Feb-17,2,0
2338,PRVSTG08,Jan-16,6,0
2339,PRVSTG08,Dec-16,16,0
2340,PRVSTG09,Nov-18,277.4166667,247.0598042
2341,PRVSTG09,Oct-18,339.7368421,436.2838157
2342,PRVSTG09,Sep-18,426.6129032,322.1142879
2343,PRVSTG09,Aug-18,334.1363636,275.3133611
2344,PRVSTG09,Jun-18,96,0
2345,PRVSTG09,Aug-18,438.0833333,264.6720553
2346,PRVSTG09,Jul-18,451.7,273.0722844
2347,PRVSTG09,Jun-18,471.4736842,419.9617563
2348,PRVSTG09,May-18,2,0
2349,PRVSTG09,Jun-18,437.0833333,323.1327852
2350,PRVSTG09,May-18,329.8333333,382.3231127
2351,PRVSTG09,Apr-17,1,0
2352,PRVSTG09,May-18,315.8571429,234.1612474
2353,PRVSTG09,Apr-18,328.4333333,239.4846603
2354,PRVSTG09,Mar-18,353.3666667,317.9387873
2355,PRVSTG09,Feb-18,351.8928571,352.4768243
2356,PRVSTG09,Jan-18,388.3225806,304.7761072
2357,PRVSTG09,Dec-17,268.6129032,234.2649485
2358,PRVSTG09,Nov-17,260.0333333,372.2594828
2359,PRVSTG09,Oct-17,209.3870968,164.6272964
2360,PRVSTG09,Sep-17,187.8666667,170.5224619
2361,PRVSTG09,Aug-17,188.3225806,165.676204
2362,PRVSTG09,Jul-17,175.4666667,194.1835729
2363,PRVSTG09,Jun-17,262.5172414,220.4099467
2364,PRVSTG09,May-17,299.1612903,214.8957313
2365,PRVSTG09,Apr-17,293.5454545,205.5103152
2366,PRVSTG09,Feb-17,NaN,NaN
2367,PRVSTG09,Apr-17,260.625,247.8712415
2368,PRVSTG09,Mar-17,301.7142857,293.6181532
2369,PRVSTG09,Feb-17,298.5555556,655.1072855
2370,PRVSTG09,Jan-16,4795,0
2371,PRVSTG09,Feb-17,2,0
2372,PRVSTG09,Jan-16,7,0
2373,PRVSTG09,Dec-16,NaN,NaN
2374,PRVSTG10,Nov-18,172.75,273.4317499
2375,PRVSTG10,Oct-18,165.2972973,280.9543289
2376,PRVSTG10,Sep-18,178.1290323,203.1892363
2377,PRVSTG10,Aug-18,145.1904762,170.5781884
2378,PRVSTG10,May-18,25,0
2379,PRVSTG10,Aug-18,232.6666667,264.5437109
2380,PRVSTG10,Jul-18,201.2,263.131355
2381,PRVSTG10,Jun-18,202.4666667,197.8259589
2382,PRVSTG10,May-18,136.8333333,240.806795
2383,PRVSTG10,Apr-17,1,0
2384,PRVSTG10,May-18,114.7142857,52.85521232
2385,PRVSTG10,Apr-18,104.0333333,41.49243907
2386,PRVSTG10,Mar-18,122.8666667,105.5128428
2387,PRVSTG10,Feb-18,148.1785714,203.8108578
2388,PRVSTG10,Jan-18,129.2580645,164.7318794
2389,PRVSTG10,Dec-17,117.8387097,194.0194067
2390,PRVSTG10,Nov-17,88.16666667,37.60402239
2391,PRVSTG10,Oct-17,95.29032258,37.61728796
2392,PRVSTG10,Sep-17,90.8,48.81864398
2393,PRVSTG10,Aug-17,109.7096774,136.1878886
2394,PRVSTG10,Jul-17,104.8,129.3068444
2395,PRVSTG10,Jun-17,116.0344828,125.722899
2396,PRVSTG10,May-17,118.5806452,183.9954842
2397,PRVSTG10,Apr-17,87.68181818,38.83018896
2398,PRVSTG10,Feb-17,NaN,NaN
2399,PRVSTG10,Apr-17,95.125,93.01341889
2400,PRVSTG10,Mar-17,144.3214286,444.1024351
2401,PRVSTG10,Feb-17,53.11111111,52.1461621
2402,PRVSTG10,Jan-16,5026,0
2403,PRVSTG10,Feb-17,2,0
2404,PRVSTG10,Jan-16,6,0
2405,PRVSTG10,Dec-16,22,0
2406,PRVSTG11,Nov-18,277.1666667,250.3104323
2407,PRVSTG11,Oct-18,336.1578947,436.3553106
2408,PRVSTG11,Sep-18,419.0645161,311.3318533
2409,PRVSTG11,Aug-18,350.4761905,267.0784873
2410,PRVSTG11,May-18,22,0
2411,PRVSTG11,Aug-18,441.8333333,265.3868638
2412,PRVSTG11,Jul-18,435.9354839,285.642807
2413,PRVSTG11,Jun-18,470.3,384.5047757
2414,PRVSTG11,May-18,328.8333333,382.9642444
2415,PRVSTG11,Apr-17,1,0
2416,PRVSTG11,May-18,313.2857143,237.2124468
2417,PRVSTG11,Apr-18,333.1,236.1603322
2418,PRVSTG11,Mar-18,350.0333333,322.4089368
2419,PRVSTG11,Feb-18,348.7142857,355.6949866
2420,PRVSTG11,Jan-18,388.6129032,307.5755637
2421,PRVSTG11,Dec-17,266.1290323,227.0943628
2422,PRVSTG11,Nov-17,224.0333333,219.1186265
2423,PRVSTG11,Oct-17,213.9677419,167.6239241
2424,PRVSTG11,Sep-17,188.5333333,177.5063661
2425,PRVSTG11,Aug-17,192.8064516,183.0108746
2426,PRVSTG11,Jul-17,175.6,191.6463931
2427,PRVSTG11,Jun-17,264.3448276,218.6710836
2428,PRVSTG11,May-17,294.7096774,218.1243631
2429,PRVSTG11,Apr-17,295.2272727,204.7146232
2430,PRVSTG11,Feb-17,NaN,NaN
2431,PRVSTG11,Apr-17,259.625,252.6341769
2432,PRVSTG11,Mar-17,301.9642857,291.4079841
2433,PRVSTG11,Feb-17,167.7777778,228.9648202
2434,PRVSTG11,Jan-16,4791,0
2435,PRVSTG11,Feb-17,2,0
2436,PRVSTG11,Jan-16,7,0
2437,PRVSTG11,Dec-16,31,0
2438,PRVSTG12,Nov-18,278.5833333,245.3065366
2439,PRVSTG12,Oct-18,337.3157895,437.9625667
2440,PRVSTG12,Sep-18,430.4193548,336.2644641
2441,PRVSTG12,Aug-18,343.6190476,269.5967132
2442,PRVSTG12,May-18,23,0
2443,PRVSTG12,Aug-18,437.5,259.8289101
2444,PRVSTG12,Jul-18,676.8064516,1319.295748
2445,PRVSTG12,Jun-18,473.6333333,386.1322604
2446,PRVSTG12,May-18,424.1333333,949.4525844
2447,PRVSTG12,Apr-17,1,0
2448,PRVSTG12,May-18,312.1428571,240.0340537
2449,PRVSTG12,Apr-18,326.7666667,246.0249022
2450,PRVSTG12,Mar-18,349.2333333,321.8968041
2451,PRVSTG12,Feb-18,346.8928571,355.8507174
2452,PRVSTG12,Jan-18,388,307.275331
2453,PRVSTG12,Dec-17,262.7419355,226.8622827
2454,PRVSTG12,Nov-17,222.5666667,219.2015112
2455,PRVSTG12,Oct-17,206.2580645,169.54644
2456,PRVSTG12,Sep-17,183.8666667,172.5920334
2457,PRVSTG12,Aug-17,189.483871,182.4545829
2458,PRVSTG12,Jul-17,173.2,196.8890804
2459,PRVSTG12,Jun-17,260.862069,221.8555183
2460,PRVSTG12,May-17,297.0645161,213.5947859
2461,PRVSTG12,Apr-17,291.9090909,204.0114848
2462,PRVSTG12,Feb-17,NaN,NaN
2463,PRVSTG12,Apr-17,257.875,251.3355498
2464,PRVSTG12,Mar-17,300.4642857,293.0370022
2465,PRVSTG12,Feb-17,165.3333333,230.0423874
2466,PRVSTG12,Jan-16,4795,0
2467,PRVSTG12,Feb-17,2,0
2468,PRVSTG12,Jan-16,8,0
2469,PRVSTG12,Dec-16,1,0
2470,PRVSTG13,Nov-18,236,276.1779318
2471,PRVSTG13,Oct-18,194.9736842,286.1657226
2472,PRVSTG13,Sep-18,200.2666667,195.4145337
2473,PRVSTG13,Aug-18,169.5238095,169.5999194
2474,PRVSTG13,May-18,450,0
2475,PRVSTG13,Aug-18,250.0833333,254.5145809
2476,PRVSTG13,Jul-18,199.1612903,210.4854171
2477,PRVSTG13,Jun-18,226.5333333,193.6219512
2478,PRVSTG13,May-18,148.2666667,240.3388025
2479,PRVSTG13,Apr-17,3,0
2480,PRVSTG13,May-18,171.4285714,107.2019837
2481,PRVSTG13,Apr-18,145.2,66.52450676
2482,PRVSTG13,Mar-18,153.5666667,111.7110223
2483,PRVSTG13,Feb-18,177.5714286,194.8942413
2484,PRVSTG13,Jan-18,164.8387097,162.2319561
2485,PRVSTG13,Dec-17,208.8387097,510.5462108
2486,PRVSTG13,Nov-17,139.7666667,78.59549924
2487,PRVSTG13,Oct-17,139.3548387,112.1148558
2488,PRVSTG13,Sep-17,141,79.20700727
2489,PRVSTG13,Aug-17,159.8709677,153.4626506
2490,PRVSTG13,Jul-17,145.9333333,143.2134421
2491,PRVSTG13,Jun-17,148.6206897,151.0018682
2492,PRVSTG13,May-17,146.3225806,184.5019225
2493,PRVSTG13,Apr-17,129.1363636,130.6584426
2494,PRVSTG13,Feb-17,1,0
2495,PRVSTG13,Apr-17,108.5,96.09663105
2496,PRVSTG13,Mar-17,192.0714286,437.9220078
2497,PRVSTG13,Feb-17,77.55555556,69.74636589
2498,PRVSTG13,Jan-16,5028,0
2499,PRVSTG13,Feb-17,2,0
2500,PRVSTG13,Jan-16,7,0
2501,PRVSTG13,Dec-16,1,0
2502,PRVSTG14,Nov-18,2.416666667,3.542156829
2503,PRVSTG14,Oct-18,3.189189189,5.885782848
2504,PRVSTG14,Sep-18,3.032258065,5.566829814
2505,PRVSTG14,Aug-18,2.380952381,0.979379229
2506,PRVSTG14,May-18,4,0
2507,PRVSTG14,Aug-18,2.333333333,0.935414347
2508,PRVSTG14,Jul-18,2.548387097,1.516300608
2509,PRVSTG14,Jun-18,2.466666667,1.268857754
2510,PRVSTG14,May-18,3.580645161,4.709235507
2511,PRVSTG14,Apr-17,4,0
2512,PRVSTG14,May-18,7.571428571,16.89191329
2513,PRVSTG14,Apr-18,3.2,3.249615362
2514,PRVSTG14,Mar-18,9.677419355,30.92302719
2515,PRVSTG14,Feb-18,6.178571429,18.0448262
2516,PRVSTG14,Jan-18,5.451612903,19.59408584
2517,PRVSTG14,Dec-17,3.258064516,3.958880742
2518,PRVSTG14,Nov-17,4.4,11.77667186
2519,PRVSTG14,Oct-17,3.161290323,9.255226046
2520,PRVSTG14,Sep-17,8.8,15.46479874
2521,PRVSTG14,Aug-17,6.7,17.77420884
2522,PRVSTG14,Jul-17,5.366666667,15.51362305
2523,PRVSTG14,Jun-17,5.620689655,18.19043143
2524,PRVSTG14,May-17,8.774193548,22.6613879
2525,PRVSTG14,Apr-17,5.083333333,10.10801044
2526,PRVSTG14,Mar-17,3.36,3.791886074
2527,PRVSTG14,Jan-17,1,0
2528,PRVSTG14,Mar-17,1,0
2529,PRVSTG14,Jan-17,1,0
2530,PRVSTG15,Nov-18,281.8333333,250.727317
2531,PRVSTG15,Oct-18,350.5405405,434.1364114
2532,PRVSTG15,Sep-18,424.6774194,309.3372073
2533,PRVSTG15,Aug-18,373.15,257.8138609
2534,PRVSTG15,Jul-18,22,0
2535,PRVSTG15,Aug-18,455.75,261.9681219
2536,PRVSTG15,Jul-18,464.9285714,374.5168878
2537,PRVSTG15,Jan-18,8610,0
2538,PRVSTG15,Jul-18,2,0
2539,PRVSTG15,Jan-18,1,0
2540,PRVWRK01,Nov-18,1.909090909,1.002063986
2541,PRVWRK01,Oct-18,2.548387097,1.820795586
2542,PRVWRK01,Sep-18,2.909090909,2.594495126
2543,PRVWRK01,Aug-18,19,0
2544,PRVWRK01,Sep-18,2.25,2.341874249
2545,PRVWRK01,Aug-18,4,4.330127019
2546,PRVWRK01,Jul-18,26,0
2547,PRVWRK01,Aug-18,3.08,2.967423125
2548,PRVWRK01,Jul-18,4.826086957,7.644079217
2549,PRVWRK01,Jun-18,37,0
2550,PRVWRK01,Jul-18,5.3,5.36865905
2551,PRVWRK01,Jun-18,3.5,1.299038106
2552,PRVWRK01,Apr-18,31,0
2553,PRVWRK01,Jun-18,4.230769231,4.467337081
2554,PRVWRK01,May-18,4.483870968,5.851438629
2555,PRVWRK01,Apr-18,5.65,10.8610255
2556,PRVWRK01,Feb-18,18,0
2557,PRVWRK01,Apr-18,5.6,5.416641026
2558,PRVWRK01,Mar-18,4.870967742,6.694578234
2559,PRVWRK01,Feb-18,6.72,10.83760121
2560,PRVWRK01,Dec-17,49,0
2561,PRVWRK01,Feb-18,4,1.837117307
2562,PRVWRK01,Jan-18,4.35483871,4.516877818
2563,PRVWRK01,Dec-17,3.5,2.75
2564,PRVWRK01,Oct-17,24,0
2565,PRVWRK01,Dec-17,5.153846154,5.123908456
2566,PRVWRK01,Nov-17,4.466666667,5.075431016
2567,PRVWRK01,Oct-17,3.5,2.25
2568,PRVWRK01,Jul-17,25,0
2569,PRVWRK01,Oct-17,5.103448276,6.440849495
2570,PRVWRK01,Sep-17,5.133333333,9.41328848
2571,PRVWRK01,Aug-17,3.548387097,4.710229751
2572,PRVWRK01,Jul-17,6.6,11.06752005
2573,PRVWRK01,Jan-17,25,0
2574,PRVWRK01,Jul-17,2.25,1.243734296
2575,PRVWRK01,Jan-17,20,0
2576,PRVWRK01,Jul-17,9,12.72792206
2577,PRVWRK01,Jun-17,27,0
2578,PRVWRK01,Jul-17,4.1875,6.543051539
2579,PRVWRK01,Jun-17,2.96,2.89247299
2580,PRVWRK01,Apr-17,35,0
2581,PRVWRK01,Jun-17,66,162.8208371
2582,PRVWRK01,May-17,2.967741935,2.707084012
2583,PRVWRK01,Apr-17,7.970588235,12.73044501
2584,PRVWRK01,Mar-17,6.925925926,10.93866175
2585,PRVWRK01,Feb-17,9.875,17.48380947
2586,PRVWRK01,Jan-16,22,0
2587,PRVWRK01,Jan-17,24,0
2588,PRVWRK01,Jan-16,1,0
2589,PRVWRK02,Nov-18,1,0
2590,PRVWRK02,Oct-18,1,0
2591,PRVWRK02,Sep-18,1,0
2592,PRVWRK02,Aug-18,NaN,NaN
2593,PRVWRK02,Sep-18,1,0
2594,PRVWRK02,Aug-18,NaN,NaN
2595,PRVWRK02,Jul-18,NaN,NaN
2596,PRVWRK02,Aug-18,1,0
2597,PRVWRK02,Jul-18,3,6
2598,PRVWRK02,Jun-18,1,0
2599,PRVWRK02,Jul-18,NaN,NaN
2600,PRVWRK02,Jun-18,1,0
2601,PRVWRK02,Apr-18,1,0
2602,PRVWRK02,Jun-18,NaN,NaN
2603,PRVWRK02,May-18,1,0
2604,PRVWRK02,Apr-18,1,0
2605,PRVWRK02,Feb-18,NaN,NaN
2606,PRVWRK02,Apr-18,1,0
2607,PRVWRK02,Mar-18,1,0
2608,PRVWRK02,Feb-18,1,0
2609,PRVWRK02,Dec-17,NaN,NaN
2610,PRVWRK02,Feb-18,NaN,NaN
2611,PRVWRK02,Jan-18,1,0
2612,PRVWRK02,Dec-17,1,0
2613,PRVWRK02,Oct-17,NaN,NaN
2614,PRVWRK02,Dec-17,1,0
2615,PRVWRK02,Nov-17,1,0
2616,PRVWRK02,Oct-17,NaN,NaN
2617,PRVWRK02,Aug-17,1,0
2618,PRVWRK02,Oct-17,1,0
2619,PRVWRK02,Sep-17,1,0
2620,PRVWRK02,Aug-17,1,0
2621,PRVWRK02,Jul-17,NaN,NaN
2622,PRVWRK02,Aug-17,NaN,NaN
2623,PRVWRK02,Jul-17,1,0
2624,PRVWRK02,Jan-17,NaN,NaN
2625,PRVWRK02,Jul-17,1,0
2626,PRVWRK02,Jan-17,NaN,NaN
2627,PRVWRK02,Jul-17,1,0
2628,PRVWRK02,Jun-17,1,0
2629,PRVWRK02,Jul-17,1,0
2630,PRVWRK02,Jun-17,1,0
2631,PRVWRK02,Apr-17,1,0
2632,PRVWRK02,Jun-17,1,0
2633,PRVWRK02,May-17,1,0
2634,PRVWRK02,Apr-17,1,0
2635,PRVWRK02,Mar-17,1,0
2636,PRVWRK02,Feb-17,NaN,NaN
2637,PRVWRK02,Jan-16,NaN,NaN
2638,PRVWRK02,Jan-17,NaN,NaN
2639,PRVWRK02,Jan-16,2,0
2640,PRVWRK03,Nov-18,1.111111111,0.471404521
2641,PRVWRK03,Oct-18,1.269230769,0.784700222
2642,PRVWRK03,Sep-18,1.4375,0.91376197
2643,PRVWRK03,Aug-18,3,0
2644,PRVWRK03,Sep-18,1,0
2645,PRVWRK03,Aug-18,1.833333333,1.600781059
2646,PRVWRK03,Jul-18,3,0
2647,PRVWRK03,Aug-18,1.64,1.743100686
2648,PRVWRK03,Jul-18,1.818181818,3.186360394
2649,PRVWRK03,Jun-18,7,0
2650,PRVWRK03,Jul-18,2.111111111,2.687419249
2651,PRVWRK03,Jun-18,1.5,0.75
2652,PRVWRK03,Apr-18,13,0
2653,PRVWRK03,Jun-18,1.28,0.79598995
2654,PRVWRK03,May-18,1.777777778,1.178511302
2655,PRVWRK03,Apr-18,1.421052632,1.485385873
2656,PRVWRK03,Feb-18,2,0
2657,PRVWRK03,Apr-18,1.444444444,0.745355992
2658,PRVWRK03,Mar-18,1.535714286,1.358434536
2659,PRVWRK03,Feb-18,2.208333333,1.886423534
2660,PRVWRK03,Dec-17,2,0
2661,PRVWRK03,Feb-18,2.333333333,1.870828693
2662,PRVWRK03,Jan-18,1.666666667,1.154700538
2663,PRVWRK03,Dec-17,1.533333333,1.208304597
2664,PRVWRK03,Oct-17,2,0
2665,PRVWRK03,Dec-17,2,1.441153384
2666,PRVWRK03,Nov-17,1.75,1.690968657
2667,PRVWRK03,Oct-17,1.5,0.75
2668,PRVWRK03,Jul-17,4,0
2669,PRVWRK03,Oct-17,1.666666667,1.414213562
2670,PRVWRK03,Sep-17,1.620689655,1.330829
2671,PRVWRK03,Aug-17,1.615384615,1.384615385
2672,PRVWRK03,Jul-17,1.444444444,1.027402334
2673,PRVWRK03,Jan-17,2,0
2674,PRVWRK03,Jul-17,1,0
2675,PRVWRK03,Jan-17,2,0
2676,PRVWRK03,Jul-17,2.333333333,0.707106781
2677,PRVWRK03,Jun-17,2,0
2678,PRVWRK03,Jul-17,1.25,0.892678554
2679,PRVWRK03,Jun-17,1.05,0.326917421
2680,PRVWRK03,Apr-17,27,0
2681,PRVWRK03,Jun-17,1.25,0.649519053
2682,PRVWRK03,May-17,1.111111111,0.471404521
2683,PRVWRK03,Apr-17,1.53125,1.298192102
2684,PRVWRK03,Mar-17,1.4,0.994987437
2685,PRVWRK03,Feb-17,4,3.674234614
2686,PRVWRK03,Jan-16,2,0
2687,PRVWRK03,Jan-17,3,0
2688,PRVWRK03,Jan-16,2,0
2689,PRVWRK04,Nov-18,1.1,0.45
2690,PRVWRK04,Oct-18,1.222222222,0.745355992
2691,PRVWRK04,Sep-18,1.619047619,1.761261144
2692,PRVWRK04,Aug-18,3,0
2693,PRVWRK04,Sep-18,1.428571429,0.742307489
2694,PRVWRK04,Aug-18,1,0
2695,PRVWRK04,Jul-18,3,0
2696,PRVWRK04,Aug-18,1.333333333,0.963624112
2697,PRVWRK04,Jul-18,1.888888889,3.53160335
2698,PRVWRK04,Jun-18,30,0
2699,PRVWRK04,Jul-18,1.111111111,0.471404521
2700,PRVWRK04,Jun-18,1.25,0.649519053
2701,PRVWRK04,Apr-18,8,0
2702,PRVWRK04,Jun-18,1.19047619,0.589015089
2703,PRVWRK04,May-18,1.3,0.788986692
2704,PRVWRK04,Apr-18,1.157894737,0.732127776
2705,PRVWRK04,Feb-18,3,0
2706,PRVWRK04,Apr-18,1.333333333,1
2707,PRVWRK04,Mar-18,1.129032258,0.50285346
2708,PRVWRK04,Feb-18,2.043478261,4.367131055
2709,PRVWRK04,Dec-17,3,0
2710,PRVWRK04,Feb-18,1.25,0.649519053
2711,PRVWRK04,Jan-18,1.206896552,0.607621041
2712,PRVWRK04,Dec-17,1.1875,0.789951541
2713,PRVWRK04,Oct-17,2,0
2714,PRVWRK04,Dec-17,1.25,0.892678554
2715,PRVWRK04,Nov-17,1.375,1.043955818
2716,PRVWRK04,Oct-17,1,0
2717,PRVWRK04,Jul-17,10,0
2718,PRVWRK04,Oct-17,1.227272727,1.0043809
2719,PRVWRK04,Sep-17,1.423076923,0.9462242
2720,PRVWRK04,Aug-17,1.208333333,0.609174647
2721,PRVWRK04,Jul-17,2.375,4.433096407
2722,PRVWRK04,Jan-17,3,0
2723,PRVWRK04,Jul-17,1,0
2724,PRVWRK04,Jan-17,2,0
2725,PRVWRK04,Jul-17,1.666666667,1.414213562
2726,PRVWRK04,Jun-17,4,0
2727,PRVWRK04,Jul-17,1.083333333,0.414578099
2728,PRVWRK04,Jun-17,1.05,0.326917421
2729,PRVWRK04,Apr-17,3,0
2730,PRVWRK04,Jun-17,1.25,0.649519053
2731,PRVWRK04,May-17,1.173913043,0.568552036
2732,PRVWRK04,Apr-17,1.933333333,4.023679908
2733,PRVWRK04,Mar-17,1.4,1.102270384
2734,PRVWRK04,Feb-17,3.75,4.021426986
2735,PRVWRK04,Jan-17,3,0
2736,PRVWRK04,Jan-16,4,0
2737,PRVWRK04,Jan-17,3,0
2738,PRVWRK04,Jan-16,12,0
2739,PRVWRK05,Nov-18,7.454545455,4.583928086
2740,PRVWRK05,Oct-18,11.19354839,20.08641581
2741,PRVWRK05,Sep-18,11.22727273,19.36279608
2742,PRVWRK05,Aug-18,398,0
2743,PRVWRK05,Sep-18,8.25,8.069038047
2744,PRVWRK05,Aug-18,9,4.82182538
2745,PRVWRK05,Jul-18,411,0
2746,PRVWRK05,Aug-18,16.96,27.76736214
2747,PRVWRK05,Jul-18,44.04347826,171.6152993
2748,PRVWRK05,Jun-18,720,0
2749,PRVWRK05,Jul-18,18.3,27.74837833
2750,PRVWRK05,Jun-18,8.75,6.30847644
2751,PRVWRK05,Apr-18,383,0
2752,PRVWRK05,Jun-18,10.23076923,15.34398481
2753,PRVWRK05,May-18,19.06451613,43.31512798
2754,PRVWRK05,Apr-18,11.95,20.54219742
2755,PRVWRK05,Feb-18,375,0
2756,PRVWRK05,Apr-18,19.6,24.24438079
2757,PRVWRK05,Mar-18,20.09677419,36.69165185
2758,PRVWRK05,Feb-18,37.44,125.8964432
2759,PRVWRK05,Dec-17,395,0
2760,PRVWRK05,Feb-18,8.75,2.880429655
2761,PRVWRK05,Jan-18,35.61290323,79.34023272
2762,PRVWRK05,Dec-17,26.66666667,61.54266813
2763,PRVWRK05,Oct-17,370,0
2764,PRVWRK05,Dec-17,23.15384615,46.72407359
2765,PRVWRK05,Nov-17,18.93333333,32.47291179
2766,PRVWRK05,Oct-17,58,75
2767,PRVWRK05,Jul-17,413,0
2768,PRVWRK05,Oct-17,28.17241379,47.42937048
2769,PRVWRK05,Sep-17,23.53333333,39.20089285
2770,PRVWRK05,Aug-17,14.87096774,33.227388
2771,PRVWRK05,Jul-17,80.3,188.7844604
2772,PRVWRK05,Jan-17,324,0
2773,PRVWRK05,Jul-17,8.25,3.247595264
2774,PRVWRK05,Jan-17,325,0
2775,PRVWRK05,Jul-17,120.6666667,223.1938619
2776,PRVWRK05,Jun-17,323,0
2777,PRVWRK05,Jul-17,7.3125,3.342289401
2778,PRVWRK05,Jun-17,14.32,23.32572828
2779,PRVWRK05,Apr-17,341,0
2780,PRVWRK05,Jun-17,9,3.354101966
2781,PRVWRK05,May-17,21.74193548,45.25246557
2782,PRVWRK05,Apr-17,87.32352941,202.9598441
2783,PRVWRK05,Mar-17,63.7,150.9664615
2784,PRVWRK05,Feb-17,191.125,282.2177725
2785,PRVWRK05,Jan-16,411,0
2786,PRVWRK05,Jan-17,413,0
2787,PRVWRK05,Jan-16,98,0
2788,PRVWRK06,Nov-18,85.81818182,55.42003397
2789,PRVWRK06,Oct-18,120.1935484,78.90150804
2790,PRVWRK06,Sep-18,130.6363636,152.7816259
2791,PRVWRK06,Aug-18,1034,0
2792,PRVWRK06,Sep-18,152,146.1730567
2793,PRVWRK06,Aug-18,195.5,135.4264099
2794,PRVWRK06,Jul-18,557,0
2795,PRVWRK06,Aug-18,175.96,130.3233149
2796,PRVWRK06,Jul-18,198.5652174,223.7809699
2797,PRVWRK06,Jun-18,1273,0
2798,PRVWRK06,Jul-18,123,129.5343584
2799,PRVWRK06,Jun-18,130.75,65.47268037
2800,PRVWRK06,Apr-18,496,0
2801,PRVWRK06,Jun-18,114.1538462,60.39059255
2802,PRVWRK06,May-18,113.3548387,92.97467011
2803,PRVWRK06,Apr-18,130.4,95.90198121
2804,PRVWRK06,Feb-18,553,0
2805,PRVWRK06,Apr-18,112.1,59.17476236
2806,PRVWRK06,Mar-18,146.4516129,132.6570006
2807,PRVWRK06,Feb-18,169.12,308.5728076
2808,PRVWRK06,Dec-17,528,0
2809,PRVWRK06,Feb-18,187,127.9975586
2810,PRVWRK06,Jan-18,123.5806452,62.64852903
2811,PRVWRK06,Dec-17,117.2777778,81.52117142
2812,PRVWRK06,Oct-17,541,0
2813,PRVWRK06,Dec-17,154.2307692,145.0385074
2814,PRVWRK06,Nov-17,120.6666667,97.34397773
2815,PRVWRK06,Oct-17,154.5,35.25
2816,PRVWRK06,Jul-17,533,0
2817,PRVWRK06,Oct-17,135.1724138,185.7073904
2818,PRVWRK06,Sep-17,152.5,143.454566
2819,PRVWRK06,Aug-17,114.9032258,97.35834984
2820,PRVWRK06,Jul-17,257.1,529.5601028
2821,PRVWRK06,Jan-17,776,0
2822,PRVWRK06,Jul-17,85,49.59536269
2823,PRVWRK06,Jan-17,854,0
